,user_id,imdb_id,rating,time
77,116,tt4154664,7,1552108922
78,116,tt4196776,7,1469824006
79,116,tt4272866,8,1503302024
80,116,tt4425200,8,1503102930
81,116,tt4649466,7,1508037272
82,116,tt4669986,7,1480052354
83,116,tt4758646,6,1495918502
84,116,tt4912910,7,1535347929
85,116,tt5013056,7,1500677368
86,116,tt5027774,9,1517633680
87,116,tt5083738,9,1546308539
88,116,tt5104604,8,1535067002
89,116,tt5311514,10,1503616306
90,116,tt5439796,7,1504493340
91,116,tt5463162,7,1526621854
92,116,tt5580036,7,1520580676
93,116,tt5580390,8,1515475323
94,116,tt5715874,8,1546508184
95,116,tt5776858,6,1536541702
96,116,tt5791536,7,1512448593
97,116,tt5816374,7,1512414694
98,116,tt6062774,6,1579139981
99,116,tt6105098,6,1564979898
100,116,tt6146586,8,1560832539
101,116,tt6155172,6,1545183537
102,116,tt6217608,6,1534478752
103,116,tt6320628,8,1562219885
104,116,tt6343314,8,1542948797
105,116,tt6386748,7,1558048254
106,116,tt6412452,8,1542959058
107,116,tt6499752,8,1535067037
108,116,tt6628394,7,1540102364
109,116,tt6751668,7,1568246089
110,116,tt6966692,9,1550271962
111,116,tt7048622,9,1535881328
112,116,tt7131622,9,1564198213
113,116,tt7286456,10,1570321433
114,116,tt7653254,8,1575716733
115,116,tt8267604,9,1551057390
116,116,tt8579674,9,1578810986
117,116,tt8946378,7,1576274746
118,116,tt9095324,10,1542445602
119,116,tt9243946,6,1570836368
120,170,tt0095327,9,1597189001
121,170,tt0169858,10,1592421137
122,170,tt0477348,8,1584158991
123,170,tt1121794,9,1611444158
124,170,tt12361974,8,1616183290
125,170,tt1950186,9,1581463929
126,170,tt6751668,9,1580609151
127,170,tt7131622,7,1580874193
128,170,tt8332922,9,1625808850
129,170,tt8367814,10,1585452816
130,170,tt8579674,9,1585002888
131,170,tt8772262,8,1593136304
132,170,tt8946378,9,1582085526
133,170,tt9426210,7,1591137683
134,170,tt9541602,8,1578964762
135,254,tt0037515,6,1481374547
136,254,tt0060315,8,1575556923
137,254,tt0105236,8,1567000482
138,254,tt0117060,9,1515486202
139,254,tt0118880,6,1515485244
140,254,tt0120755,8,1515485413
141,254,tt0159273,8,1515486146
142,254,tt0200465,7,1515485281
143,254,tt0317740,7,1515485258
144,254,tt0361748,5,1554305290
145,254,tt0424993,6,1515484982
146,254,tt0434409,8,1532896843
147,254,tt0478970,8,1515485661
148,254,tt0493464,8,1515485551
149,254,tt0830515,8,1515485496
150,254,tt0840361,8,1515485919
151,254,tt0884328,2,1515484920
152,254,tt0913354,9,1515486099
153,254,tt0936501,8,1515485951
154,254,tt1074638,8,1515485965
155,254,tt1211956,8,1515486402
156,254,tt1258197,5,1545940434
157,254,tt1375666,8,1515486046
158,254,tt1389137,8,1515485595
159,254,tt1397280,8,1515485426
160,254,tt1401152,8,1515485582
161,254,tt1431045,1,1515484894
162,254,tt1535108,8,1515485482
163,254,tt1542344,7,1515485314
164,254,tt1568338,8,1515485532
165,254,tt1638355,8,1515485647
166,254,tt1679335,7,1515485229
167,254,tt1850397,9,1515486134
168,254,tt1911644,9,1515486187
169,254,tt1937149,8,1515485907
170,254,tt2103281,9,1515486260
171,254,tt2119532,10,1538837217
172,254,tt2140479,7,1484913983
173,254,tt2184339,8,1515485374
174,254,tt2244947,9,1561238296
175,254,tt2302755,9,1515486163
176,254,tt2334879,8,1515485446
177,254,tt2338151,8,1567458246
178,254,tt2379713,8,1515485566
179,254,tt2396589,9,1512380700
180,254,tt2446042,8,1515485400
181,254,tt2674426,8,1515485687
182,254,tt2802144,9,1515486441
183,254,tt2975578,8,1515485460
184,254,tt3183660,7,1545427660
185,254,tt3300542,8,1515485386
186,254,tt3402236,9,1518222758
187,254,tt3576352,7,1515485213
188,254,tt3659388,9,1578859890
189,254,tt3682448,7,1515485936
190,254,tt3741834,10,1492848885
191,254,tt3881784,6,1513969369
192,254,tt3882082,5,1515484946
193,254,tt4094724,9,1515486113
194,254,tt4581576,3,1515484934
195,254,tt4943322,7,1567281637
196,254,tt4972582,7,1515485269
197,254,tt5022702,8,1515485516
198,254,tt5109784,8,1516791845
199,254,tt5133308,7,1515485625
200,254,tt5311514,5,1512307471
201,254,tt6320628,9,1581615896
202,254,tt6788942,10,1516791827
203,268,tt0169547,8,1532465420
204,268,tt1270797,8,1539512432
205,268,tt1502407,7,1540647039
206,268,tt1853728,10,1522942989
207,268,tt2119543,7,1538828745
208,268,tt2545118,9,1535567080
209,268,tt2568862,8,1529030763
210,268,tt2798920,6,1521551207
211,268,tt3606756,9,1530349081
212,268,tt3829266,7,1537046898
213,268,tt4154756,10,1524929647
214,268,tt4779682,4,1534266872
215,268,tt4912910,6,1532813148
216,407,tt0086250,9,1569037198
217,407,tt0086856,10,1365655689
218,407,tt0087182,6,1573101286
219,407,tt0101507,9,1555727079
220,407,tt0105323,8,1542174162
221,407,tt0172493,8,1571112832
222,407,tt0272338,8,1514418955
223,407,tt0477348,9,1460259572
224,407,tt0490204,10,1504849693
225,407,tt0837562,9,1541058977
226,407,tt0974015,4,1514869837
227,407,tt1628841,10,1502423421
228,407,tt1663662,10,1404682355
229,407,tt1823672,9,1504156625
230,407,tt1872194,10,1453700073
231,407,tt2283362,9,1529470417
232,407,tt3165612,9,1522384095
233,407,tt3717490,5,1518073803
234,407,tt3731562,8,1528182514
235,407,tt4975722,10,1499221452
236,407,tt5164432,9,1527808805
237,407,tt5519340,10,1515191329
238,416,tt0091042,8,1578596068
239,416,tt0425112,8,1487959513
240,416,tt10516984,8,1561999885
241,416,tt1302006,9,1574976904
242,416,tt1596363,8,1461272469
243,416,tt1860242,7,1554238696
244,416,tt1895587,8,1462042176
245,416,tt2140479,7,1489349975
246,416,tt2273657,8,1469823335
247,416,tt2361317,6,1492254931
248,416,tt2381941,1,1453667721
249,416,tt2513074,1,1489233779
250,416,tt2527336,7,1513510059
251,416,tt2543164,8,1487699889
252,416,tt2980210,7,1488315227
253,416,tt3532216,8,1511915080
254,416,tt3553976,9,1487613734
255,416,tt3569230,8,1456056884
256,416,tt3682448,7,1459803458
257,416,tt3748528,8,1481746553
258,416,tt3799694,8,1474227565
259,416,tt4190530,8,1489305357
260,416,tt5027774,8,1526158925
261,416,tt5052474,3,1556919522
262,416,tt5727208,8,1580587017
263,416,tt7286456,9,1578642920
264,416,tt7984766,7,1576965839
265,416,tt9243946,7,1570834094
266,689,tt0032553,9,1429045769
267,689,tt0050976,10,1435764090
268,689,tt0086879,9,1429735806
269,689,tt0167404,8,1430487123
270,689,tt0457430,5,1449971226
271,689,tt1232776,9,1445323350
272,689,tt1355683,7,1443907115
273,689,tt1386697,3,1470262191
274,689,tt1392190,5,1450776065
275,689,tt1454468,6,1455876725
276,689,tt1655413,5,1431463307
277,689,tt2361509,8,1451163224
278,689,tt2719848,8,1451304888
279,689,tt2884018,9,1449184485
280,689,tt3312830,9,1446493804
281,689,tt3397884,8,1450894122
282,689,tt4991632,4,1456779449
283,699,tt0144117,9,1472935768
284,699,tt0803096,4,1464299326
285,699,tt0918940,5,1469992396
286,699,tt1211837,9,1478160295
287,699,tt1386697,4,1470253731
288,699,tt1639084,8,1470174510
289,699,tt2005151,8,1480889349
290,699,tt2404435,8,1474496753
291,699,tt2948356,9,1471722897
292,699,tt2975590,8,1458774034
293,699,tt3183660,10,1479852272
294,699,tt3203606,8,1473159725
295,699,tt3263904,7,1473524980
296,699,tt3774114,7,1480804035
297,699,tt3783958,10,1492208158
298,699,tt3799694,10,1470857379
299,699,tt4034354,9,1475273762
300,699,tt4052882,7,1474230108
301,699,tt4698684,10,1476303377
302,699,tt9243946,3,1570780554
303,775,tt0993846,9,1398981268
304,775,tt1206543,9,1403462726
305,775,tt1211956,8,1393110898
306,775,tt1222817,7,1397938126
307,775,tt1355631,8,1480268274
308,775,tt1450321,8,1391202417
309,775,tt1723121,7,1419369208
310,775,tt1815708,7,1391297523
311,775,tt1925431,8,1391287979
312,775,tt2004420,7,1419368983
313,775,tt2024469,8,1404679304
314,775,tt2364841,8,1390769491
315,873,tt0061512,8,1574728429
316,873,tt0064665,8,1566464319
317,873,tt0066026,6,1575265692
318,873,tt0073580,8,1578792196
319,873,tt0079522,8,1569464636
320,873,tt0084855,9,1566739389
321,873,tt0086425,10,1572419637
322,873,tt0087884,10,1567091297
323,873,tt0092699,8,1574358675
324,873,tt0093191,9,1567413700
325,873,tt0105046,8,1570067510
326,873,tt0110684,8,1563939345
327,873,tt0112818,9,1577255853
328,873,tt0119256,7,1574206780
329,873,tt0210299,6,1569989981
330,873,tt0292963,7,1566114355
331,873,tt0310281,7,1571151548
332,873,tt0383028,8,1570347264
333,873,tt0845439,8,1575076985
334,873,tt0857191,9,1576651090
335,873,tt1178663,8,1563983497
336,873,tt1950186,9,1576559546
337,873,tt2267998,9,1573143600
338,873,tt2334873,8,1576052908
339,873,tt3464902,7,1570525563
340,873,tt5715874,7,1567666445
341,873,tt5859238,9,1574820297
342,873,tt7286456,10,1570999765
343,873,tt9243946,7,1570844285
344,890,tt0089218,8,1403588051
345,890,tt0089530,8,1362366442
346,890,tt0098575,7,1393991401
347,890,tt0460740,8,1369868025
348,890,tt0481499,7,1363661945
349,890,tt0770828,6,1371436494
350,890,tt0816711,8,1373781466
351,890,tt1231586,8,1368533706
352,890,tt1242432,6,1362106815
353,890,tt1535109,8,1385901057
354,890,tt1670345,7,1375602235
355,890,tt1790885,8,1363566897
356,890,tt1904996,6,1362494716
357,890,tt1980209,8,1376861019
358,890,tt2177771,8,1393991243
359,946,tt0050083,9,1541834044
360,946,tt0053604,8,1526213511
361,946,tt0073195,7,1552434917
362,946,tt0097239,7,1528862021
363,946,tt0104257,8,1531150814
364,946,tt0106977,8,1567472534
365,946,tt0139654,8,1528954882
366,946,tt0340855,6,1545694695
367,946,tt0381061,8,1529224070
368,946,tt0405159,10,1564185511
369,946,tt0408790,9,1567899736
370,946,tt0421715,9,1535668748
371,946,tt0471042,7,1539209981
372,946,tt0882977,7,1550188081
373,946,tt0944835,8,1546988420
374,946,tt1276104,7,1551825180
375,946,tt1355644,10,1564877819
376,946,tt1365519,7,1528246671
377,946,tt1390411,9,1551216913
378,946,tt1488606,7,1553815833
379,946,tt1921149,8,1530229389
380,946,tt2304933,7,1535586001
381,946,tt2368619,7,1532581248
382,946,tt2388771,7,1563310680
383,946,tt2479478,8,1535414702
384,946,tt2499472,7,1564355168
385,946,tt2737304,7,1545603243
386,946,tt3153634,8,1530537507
387,946,tt3460252,8,1566955173
388,946,tt3532216,8,1560989389
389,946,tt4504044,8,1556667275
390,946,tt4779682,7,1540938178
391,946,tt5246700,5,1535242677
392,946,tt5719748,8,1561877361
393,946,tt5886046,8,1554593260
394,946,tt6499752,8,1534641233
395,946,tt6644200,8,1545777648
396,946,tt6820256,6,1555977663
397,946,tt6857112,5,1559869274
398,946,tt7149916,5,1543865462
399,946,tt7286456,8,1574546864
400,946,tt7315484,6,1555024917
401,946,tt7959026,8,1554244801
402,1032,tt0080761,5,1492746690
403,1032,tt0092147,6,1444487866
404,1032,tt0093777,6,1545251342
405,1032,tt0096071,6,1546198998
406,1032,tt0097858,6,1546460843
407,1032,tt0118892,6,1491952086
408,1032,tt0390384,6,1545161640
409,1032,tt0878695,5,1548388485
410,1032,tt1311071,5,1508714584
411,1032,tt1450321,5,1546140300
412,1032,tt1465505,6,1492729659
413,1032,tt1534085,6,1546399345
414,1032,tt1726592,7,1490823875
415,1032,tt1773753,5,1547661200
416,1032,tt1825683,6,1545352851
417,1032,tt2024432,5,1545692513
418,1032,tt2295722,5,1545869250
419,1032,tt2351310,6,1548113176
420,1032,tt2380307,7,1545428135
421,1032,tt2563548,6,1492921157
422,1032,tt2709768,6,1545482435
423,1032,tt2737304,7,1545504580
424,1032,tt2771200,6,1492828141
425,1032,tt2990140,5,1545682683
426,1032,tt3174376,6,1492739667
427,1032,tt3345466,5,1493182012
428,1032,tt3616916,7,1492493471
429,1032,tt3671542,5,1491976469
430,1032,tt3705412,6,1468819762
431,1032,tt3899516,7,1492068368
432,1032,tt3923662,6,1492060148
433,1032,tt3976144,6,1492659086
434,1032,tt3986820,6,1545105010
435,1032,tt3991412,6,1493167233
436,1032,tt4003440,6,1545857046
437,1032,tt4005402,6,1548128803
438,1032,tt4244998,6,1545605686
439,1032,tt4255304,7,1492650342
440,1032,tt4273292,7,1492652164
441,1032,tt4943218,5,1545491934
442,1032,tt5308322,7,1516850857
443,1032,tt5442430,6,1491352126
444,1032,tt5592878,6,1547436902
445,1032,tt5774450,7,1553486245
446,1032,tt5814060,5,1545146037
447,1032,tt6011480,5,1555816721
448,1032,tt6738136,7,1545050126
449,1032,tt6852872,5,1545362283
450,1032,tt8361028,7,1545068462
451,1032,tt8587122,6,1546521402
452,1032,tt8765496,6,1545526265
453,1032,tt9495224,7,1546083952
454,1132,tt0092890,9,1568493735
455,1132,tt0095169,8,1568474989
456,1132,tt0295297,10,1575323139
457,1132,tt0304141,10,1575425391
458,1132,tt0330373,10,1575553049
459,1132,tt0458352,8,1568707791
460,1132,tt0947798,10,1577206347
461,1132,tt2361509,10,1568546630
462,1132,tt2566644,3,1579125601
463,1132,tt6751668,8,1567468144
464,1132,tt7653254,4,1577987636
465,1132,tt8579674,10,1579172997
466,1173,tt0359950,6,1389730343
467,1173,tt0369610,5,1433962173
468,1173,tt0399295,8,1457296417
469,1173,tt0462335,7,1459801741
470,1173,tt0470752,7,1431864081
471,1173,tt0475290,7,1460320463
472,1173,tt0775440,4,1467981773
473,1173,tt0787442,7,1365674188
474,1173,tt0787474,8,1418156803
475,1173,tt0790636,7,1392241159
476,1173,tt0790736,4,1378287869
477,1173,tt0803096,4,1465227518
478,1173,tt0810819,6,1453545756
479,1173,tt0816478,6,1379333116
480,1173,tt0816692,8,1418247992
481,1173,tt0829150,4,1417350918
482,1173,tt0844471,6,1390735793
483,1173,tt0900387,6,1456954609
484,1173,tt0918940,6,1470071115
485,1173,tt1023500,6,1390172331
486,1173,tt1047011,7,1364895795
487,1173,tt1051904,6,1448998675
488,1173,tt1065073,7,1413305315
489,1173,tt1083452,7,1459528619
490,1173,tt1172049,8,1461177350
491,1173,tt1179933,8,1459517903
492,1173,tt1211837,9,1478081492
493,1173,tt1212419,5,1362161029
494,1173,tt1234721,4,1392127166
495,1173,tt1288558,5,1366725971
496,1173,tt1288645,5,1411837184
497,1173,tt1289401,4,1469819416
498,1173,tt1329404,1,1388852241
499,1173,tt1351685,6,1363283352
500,1173,tt1355644,6,1485350935
501,1173,tt1374989,6,1457470328
502,1173,tt1386697,7,1471010081
503,1173,tt1390411,5,1451822834
504,1173,tt1433811,7,1387929329
505,1173,tt1441951,6,1364732669
506,1173,tt1450321,8,1390689080
507,1173,tt1453405,7,1392073096
508,1173,tt1457767,7,1377596891
509,1173,tt1483013,5,1369078010
510,1173,tt1540011,4,1474921278
511,1173,tt1556243,4,1365099782
512,1173,tt1559036,6,1387811967
513,1173,tt1596363,7,1453399437
514,1173,tt1600196,7,1413389714
515,1173,tt1617661,5,1429720064
516,1173,tt1618442,4,1453223502
517,1173,tt1654523,7,1364659556
518,1173,tt1663202,9,1453494272
519,1173,tt1663655,5,1466585299
520,1173,tt1695388,7,1423755253
521,1173,tt1702429,6,1429371322
522,1173,tt1708135,6,1428523474
523,1173,tt1727776,5,1450737589
524,1173,tt1733105,8,1365414592
525,1173,tt1735900,5,1387746149
526,1173,tt1760967,7,1364906377
527,1173,tt1781922,6,1448966731
528,1173,tt1798709,8,1391683472
529,1173,tt1817287,7,1393015393
530,1173,tt1821694,5,1388250927
531,1173,tt1823125,5,1365425467
532,1173,tt1836808,6,1365436885
533,1173,tt1836826,6,1365865053
534,1173,tt1839522,7,1365521535
535,1173,tt1841642,7,1430858392
536,1173,tt1854564,5,1376299729
537,1173,tt1883180,7,1413130766
538,1173,tt1890391,5,1364916942
539,1173,tt1894476,6,1387734199
540,1173,tt1895587,7,1453328294
541,1173,tt1905040,6,1378297143
542,1173,tt1912398,6,1365099814
543,1173,tt1921149,8,1429477114
544,1173,tt1922777,4,1364223640
545,1173,tt1935859,6,1475611521
546,1173,tt1935914,5,1375633482
547,1173,tt1945044,4,1441529516
548,1173,tt1945084,7,1429712998
549,1173,tt1945228,6,1476446790
550,1173,tt1946289,6,1365272387
551,1173,tt1951166,7,1365281379
552,1173,tt1951265,7,1416862992
553,1173,tt1951266,5,1448819095
554,1173,tt1954470,8,1365703403
555,1173,tt1975159,5,1410288993
556,1173,tt1976009,5,1457265380
557,1173,tt1985966,6,1390743678
558,1173,tt2005151,7,1478797864
559,1173,tt2005374,4,1386451734
560,1173,tt2023690,6,1364809856
561,1173,tt2024432,6,1367918253
562,1173,tt2025690,4,1454349253
563,1173,tt2034800,6,1483123950
564,1173,tt2044729,5,1364650028
565,1173,tt2071550,7,1419711249
566,1173,tt2077721,7,1365070572
567,1173,tt2080374,8,1450462690
568,1173,tt2084970,5,1423414020
569,1173,tt2091880,6,1365710430
570,1173,tt2094766,4,1483124375
571,1173,tt2112337,6,1428436906
572,1173,tt2131698,5,1365502050
573,1173,tt2132324,4,1365768893
574,1173,tt2139919,5,1365173908
575,1173,tt2170439,7,1429802648
576,1173,tt2172584,7,1413550676
577,1173,tt2180411,4,1424892979
578,1173,tt2190760,6,1379499499
579,1173,tt2191400,8,1392935493
580,1173,tt2211654,6,1392832005
581,1173,tt2215215,4,1377865529
582,1173,tt2219514,6,1364743812
583,1173,tt2229056,6,1364760372
584,1173,tt2234495,4,1365940633
585,1173,tt2249221,7,1387576837
586,1173,tt2259360,4,1364754256
587,1173,tt2265565,5,1365079246
588,1173,tt2267998,8,1416862010
589,1173,tt2294629,7,1390655933
590,1173,tt2300975,6,1417366022
591,1173,tt2304426,7,1392736519
592,1173,tt2304933,5,1456484204
593,1173,tt2310332,7,1420222353
594,1173,tt2321549,7,1415280329
595,1173,tt2333598,8,1364833537
596,1173,tt2336960,6,1365762836
597,1173,tt2339351,4,1365528180
598,1173,tt2357129,4,1376390521
599,1173,tt2361846,8,1393014735
600,1173,tt2366608,7,1429257035
601,1173,tt2369127,6,1365588388
602,1173,tt2369543,5,1365875261
603,1173,tt2377322,5,1419606037
604,1173,tt2392672,7,1428655218
605,1173,tt2397535,8,1417385188
606,1173,tt2403021,5,1446980163
607,1173,tt2404435,6,1475005275
608,1173,tt2415964,2,1378389156
609,1173,tt2446980,5,1452077973
610,1173,tt2486682,8,1395439642
611,1173,tt2488496,10,1450364881
612,1173,tt2526138,6,1365703343
613,1173,tt2543164,10,1476391984
614,1173,tt2552296,7,1429045289
615,1173,tt2554274,7,1450046180
616,1173,tt2562232,8,1423252293
617,1173,tt2582802,8,1418307922
618,1173,tt2582846,7,1466527002
619,1173,tt2592614,6,1488823835
620,1173,tt2638144,5,1474487268
621,1173,tt2639254,5,1457268118
622,1173,tt2649554,5,1467054089
623,1173,tt2652092,6,1428333520
624,1173,tt2657944,4,1379341373
625,1173,tt2660888,6,1472496839
626,1173,tt2674426,5,1466452892
627,1173,tt2675914,8,1413549595
628,1173,tt2692250,5,1427127257
629,1173,tt2751862,6,1365865015
630,1173,tt2763304,7,1487966477
631,1173,tt2764784,7,1429043818
632,1173,tt2784936,4,1466867870
633,1173,tt2785032,7,1428774627
634,1173,tt2788710,4,1419881557
635,1173,tt2800340,6,1476558312
636,1173,tt2802144,8,1449413226
637,1173,tt2802154,7,1413551793
638,1173,tt2807624,6,1379326811
639,1173,tt2815902,8,1460302459
640,1173,tt2866360,7,1417384608
641,1173,tt2884018,8,1449842769
642,1173,tt2932606,7,1392666324
643,1173,tt2935476,7,1456944128
644,1173,tt2936296,4,1392745721
645,1173,tt2948356,10,1465762376
646,1173,tt2961768,4,1388312410
647,1173,tt2967008,5,1428594857
648,1173,tt2975590,7,1459021404
649,1173,tt2980210,6,1471951321
650,1173,tt3011894,7,1429632876
651,1173,tt3016266,1,1392832417
652,1173,tt3042408,7,1417979283
653,1173,tt3062096,6,1477059671
654,1173,tt3062880,8,1428757142
655,1173,tt3065204,8,1465209738
656,1173,tt3077214,5,1454186273
657,1173,tt3089326,7,1428524518
658,1173,tt3100636,6,1423755701
659,1173,tt3110958,5,1465928896
660,1173,tt3132086,6,1387891419
661,1173,tt3138782,1,1420222406
662,1173,tt3141498,7,1455889097
663,1173,tt3147312,6,1476372566
664,1173,tt3155604,6,1387929480
665,1173,tt3168230,7,1449436334
666,1173,tt3169706,8,1428523626
667,1173,tt3170902,5,1453561475
668,1173,tt3184934,6,1428437599
669,1173,tt3195644,4,1435685825
670,1173,tt3212392,5,1424099777
671,1173,tt3235888,7,1450027789
672,1173,tt3253930,8,1428574423
673,1173,tt3254876,5,1428177917
674,1173,tt3257072,6,1392831823
675,1173,tt3263904,6,1475171595
676,1173,tt3283792,7,1386602305
677,1173,tt3284178,4,1460385071
678,1173,tt3300542,5,1463937406
679,1173,tt3315342,8,1488823976
680,1173,tt3319920,7,1453723374
681,1173,tt3332064,7,1449857421
682,1173,tt3393786,5,1477498675
683,1173,tt3409392,5,1413119077
684,1173,tt3416532,7,1476275547
685,1173,tt3472226,10,1455817932
686,1173,tt3478536,6,1429045472
687,1173,tt3483194,6,1423767590
688,1173,tt3504836,1,1471626282
689,1173,tt3509796,6,1429353607
690,1173,tt3510280,8,1424091296
691,1173,tt3560686,8,1429457381
692,1173,tt3561348,7,1429045858
693,1173,tt3576084,7,1428177468
694,1173,tt3596492,4,1428581592
695,1173,tt3605418,1,1445432914
696,1173,tt3612616,7,1413390161
697,1173,tt3616916,7,1457621042
698,1173,tt3625352,1,1418319589
699,1173,tt3626760,7,1428341976
700,1173,tt3631112,6,1475873305
701,1173,tt3640424,6,1480943709
702,1173,tt3651326,7,1460375931
703,1173,tt3672742,8,1455817879
704,1173,tt3682448,8,1449230253
705,1173,tt3691740,5,1467054300
706,1173,tt3696126,8,1413389964
707,1173,tt3697626,8,1413288559
708,1173,tt3702652,4,1460827236
709,1173,tt3716530,6,1476296972
710,1173,tt3717252,4,1482062278
711,1173,tt3722070,7,1460483821
712,1173,tt3729920,7,1413550528
713,1173,tt3733778,4,1453730307
714,1173,tt3748512,7,1460290796
715,1173,tt3748528,10,1481831357
716,1173,tt3754940,6,1459801409
717,1173,tt3774694,9,1456181288
718,1173,tt3833746,1,1429465079
719,1173,tt3882082,5,1466159094
720,1173,tt3886722,2,1429546878
721,1173,tt3890278,5,1428160958
722,1173,tt3894190,7,1429371729
723,1173,tt3894404,1,1463858957
724,1173,tt3954882,6,1429458052
725,1173,tt3958072,8,1429360997
726,1173,tt3971732,7,1418308017
727,1173,tt3973590,5,1424030928
728,1173,tt3973612,5,1424093160
729,1173,tt3977898,7,1429380411
730,1173,tt3986532,5,1455880023
731,1173,tt4005692,7,1429986710
732,1173,tt4016934,8,1476114459
733,1173,tt4034228,8,1489003460
734,1173,tt4044364,7,1428684125
735,1173,tt4052882,7,1470407212
736,1173,tt4058346,6,1428668791
737,1173,tt4062536,7,1455802024
738,1173,tt4073166,7,1460463749
739,1173,tt4073682,4,1523634293
740,1173,tt4094724,5,1468004894
741,1173,tt4114762,1,1434292548
742,1173,tt4141788,4,1424770905
743,1173,tt4156152,4,1455896270
744,1173,tt4161932,6,1428524148
745,1173,tt4209900,5,1456412286
746,1173,tt4266638,6,1456416926
747,1173,tt4273292,8,1476477560
748,1173,tt4326444,6,1475958710
749,1173,tt4331970,7,1460312020
750,1173,tt4359416,5,1428498465
751,1173,tt4361050,4,1479735024
752,1173,tt4441280,6,1458323927
753,1173,tt4444762,7,1460281947
754,1173,tt4466648,7,1460218949
755,1173,tt4466946,6,1460800990
756,1173,tt4520312,1,1466504288
757,1173,tt4547056,7,1475246582
758,1173,tt4550098,8,1481310055
759,1173,tt4558362,1,1441529465
760,1173,tt4602818,5,1455978046
761,1173,tt4698684,8,1476467999
762,1173,tt4726636,5,1476016199
763,1173,tt4768776,5,1460553333
764,1173,tt4786282,5,1470850553
765,1173,tt4816906,5,1456083628
766,1173,tt4886070,6,1460402085
767,1173,tt4914580,8,1476372842
768,1173,tt4920352,4,1459705998
769,1173,tt4935158,7,1459705965
770,1173,tt4957538,6,1460397692
771,1173,tt4974684,5,1448907303
772,1173,tt4975722,6,1489002960
773,1173,tt5022702,4,1469462997
774,1173,tt5065790,5,1451064900
775,1173,tt5067168,1,1467538967
776,1173,tt5076214,4,1452364026
777,1173,tt5143586,7,1460647619
778,1173,tt5186714,8,1476557631
779,1173,tt5215952,7,1476137425
780,1173,tt5229228,7,1454781743
781,1173,tt5233510,7,1477342547
782,1173,tt5280652,8,1460710152
783,1173,tt5389854,4,1456160233
784,1173,tt5427032,1,1456320684
785,1173,tt5505264,1,1466496996
786,1173,tt5588328,5,1460476833
787,1173,tt5588506,8,1460408801
788,1173,tt5599692,8,1475950293
789,1173,tt5662932,6,1476008413
790,1173,tt5700672,8,1474225748
791,1173,tt5719222,6,1479746032
792,1173,tt5845758,6,1524044182
793,1173,tt5996202,6,1476216726
794,1173,tt6278192,3,1524044204
795,1173,tt6282116,1,1481910019
796,1173,tt7106928,5,1523807076
797,1173,tt7318202,8,1523731210
